Transaction_ID,Date,Category,Sub_Category,Amount,Payment_Mode,Merchant,City,Income_or_Expense
T10166,2024-04-26,Entertainment,OTT Subscription,5714,Net Banking,OTT Subscription,Chennai,Expense
T10167,2024-07-14,Transport,Uber,3566,Net Banking,Uber,Bangalore,Expense
T10168,2024-12-05,Bills,Internet,5427,Cash,Internet,Chennai,Expense
T10169,2024-02-22,Entertainment,Movie,595,Auto Debit,Movie,Chennai,Expense
T10170,2025-11-09,Entertainment,Movie,5041,Card,Movie,Hyderabad,Expense
T10171,2024-05-31,Health,Pharmacy,4567,UPI,Pharmacy,Hyderabad,Expense
T10172,2025-11-04,Shopping,Clothes,9781,UPI,Clothes,Chennai,Expense
T10173,2024-09-13,Health,Pharmacy,253,Auto Debit,Pharmacy,Chennai,Expense
T10174,2024-07-05,Food,Groceries,5214,UPI,Groceries,Hyderabad,Expense
T10175,2025-07-05,Food,Groceries,9252,UPI,Groceries,Bangalore,Expense
T10176,2025-03-27,Salary,Monthly Salary,48045,Cash,Monthly Salary,Hyderabad,Income
T10177,2024-11-16,Bills,Internet,1477,Cash,Internet,Bangalore,Expense
T10178,2025-06-20,Investment,Stocks,6823,Cash,Stocks,Mumbai,Expense
T10179,2025-06-09,Freelance,Project Payment,16282,Net Banking,Project Payment,Bangalore,Income
T10180,2025-05-14,Freelance,Project Payment,29645,Net Banking,Project Payment,Hyderabad,Income
T10181,2024-12-19,Entertainment,Movie,7326,Cash,Movie,Delhi,Expense
T10182,2025-10-17,Shopping,Clothes,6806,Card,Clothes,Chennai,Expense
T10183,2025-01-09,Food,Restaurant,4144,Net Banking,Restaurant,Delhi,Expense
T10184,2025-01-29,Freelance,Project Payment,78307,UPI,Project Payment,Delhi,Income
T10185,2024-07-19,Bills,Internet,7724,Auto Debit,Internet,Chennai,Expense
T10186,2024-09-14,Salary,Monthly Salary,23063,Net Banking,Monthly Salary,Bangalore,Income
T10187,2025-08-30,Salary,Bonus,68929,Net Banking,Bonus,Mumbai,Income
T10188,2025-11-18,Health,Pharmacy,8340,Cash,Pharmacy,Mumbai,Expense
T10189,2024-08-27,Entertainment,Movie,4581,Cash,Movie,Delhi,Expense
T10190,2025-04-20,Entertainment,Movie,7994,Auto Debit,Movie,Mumbai,Expense
T10191,2025-12-18,Shopping,Clothes,9657,Card,Clothes,Mumbai,Expense
T10192,2024-06-29,Health,Medical,7996,Net Banking,Medical,Bangalore,Expense
T10193,2025-07-03,Entertainment,Movie,4659,UPI,Movie,Hyderabad,Expense
T10194,2024-02-28,Health,Pharmacy,238,Cash,Pharmacy,Mumbai,Expense
T10195,2025-05-13,Salary,Bonus,79018,Net Banking,Bonus,Hyderabad,Income
T10196,2025-07-23,Health,Medical,7845,UPI,Medical,Hyderabad,Expense
T10197,2024-06-05,Shopping,Clothes,8566,Auto Debit,Clothes,Bangalore,Expense
T10198,2024-05-11,Shopping,Flipkart,349,UPI,Flipkart,Delhi,Expense
T10199,2025-12-14,Health,Pharmacy,4042,Cash,Pharmacy,Chennai,Expense
T10200,2025-12-23,Freelance,Consulting,37144,Card,Consulting,Mumbai,Income
T10201,2025-11-17,Salary,Bonus,59310,Card,Bonus,Mumbai,Income
T10202,2024-03-27,Transport,Petrol,7774,Cash,Petrol,Hyderabad,Expense
T10203,2025-05-05,Salary,Monthly Salary,66754,Auto Debit,Monthly Salary,Hyderabad,Income
T10204,2025-03-20,Transport,Metro,7756,Net Banking,Metro,Bangalore,Expense
T10205,2024-02-02,Shopping,Clothes,686,Card,Clothes,Delhi,Expense
T10206,2025-11-08,Entertainment,Movie,5074,Cash,Movie,Hyderabad,Expense
T10207,2025-10-01,Bills,Electricity,5601,Auto Debit,Electricity,Delhi,Expense
T10208,2024-09-20,Freelance,Project Payment,43350,Card,Project Payment,Chennai,Income
T10209,2025-06-27,Freelance,Project Payment,48434,Card,Project Payment,Bangalore,Income
T10210,2024-05-26,Health,Pharmacy,5603,UPI,Pharmacy,Delhi,Expense
T10211,2025-09-05,Investment,SIP,677,Cash,SIP,Bangalore,Expense
T10212,2024-06-12,Food,Groceries,2100,Auto Debit,Groceries,Bangalore,Expense
T10213,2025-04-29,Health,Pharmacy,987,UPI,Pharmacy,Mumbai,Expense
T10214,2024-12-18,Entertainment,Movie,4787,Net Banking,Movie,Bangalore,Expense
T10215,2024-11-08,Investment,Stocks,4713,Cash,Stocks,Bangalore,Expense
T10216,2024-04-18,Transport,Uber,4228,Auto Debit,Uber,Chennai,Expense
T10217,2024-11-18,Food,Groceries,4486,UPI,Groceries,Chennai,Expense
T10218,2024-06-22,Entertainment,Movie,6007,Cash,Movie,Hyderabad,Expense
T10219,2025-02-18,Salary,Monthly Salary,53308,Auto Debit,Monthly Salary,Delhi,Income
T10220,2025-07-22,Bills,Internet,9324,Card,Internet,Chennai,Expense
T10221,2024-03-30,Health,Pharmacy,424,Cash,Pharmacy,Chennai,Expense
T10222,2025-08-18,Investment,SIP,1011,Net Banking,SIP,Bangalore,Expense
T10223,2024-11-19,Entertainment,Movie,894,Card,Movie,Mumbai,Expense
T10224,2025-05-06,Investment,SIP,826,Cash,SIP,Bangalore,Expense
T10225,2024-05-05,Bills,Water Bill,6888,Cash,Water Bill,Mumbai,Expense
T10226,2024-11-19,Shopping,Clothes,8171,Net Banking,Clothes,Hyderabad,Expense
T10227,2025-11-17,Entertainment,OTT Subscription,7072,Card,OTT Subscription,Chennai,Expense
T10228,2025-08-13,Shopping,Flipkart,1874,Card,Flipkart,Bangalore,Expense
T10229,2025-07-16,Salary,Monthly Salary,35537,Net Banking,Monthly Salary,Chennai,Income
T10230,2025-09-16,Shopping,Amazon,7207,Card,Amazon,Chennai,Expense
T10231,2024-10-30,Shopping,Flipkart,9576,Net Banking,Flipkart,Bangalore,Expense
T10232,2024-12-15,Health,Medical,1589,Net Banking,Medical,Mumbai,Expense
T10233,2024-09-03,Entertainment,OTT Subscription,1807,Card,OTT Subscription,Mumbai,Expense
T10234,2024-07-14,Health,Medical,7436,Auto Debit,Medical,Bangalore,Expense
T10235,2024-05-08,Shopping,Amazon,7343,Cash,Amazon,Mumbai,Expense
T10236,2024-12-24,Bills,Internet,4195,Cash,Internet,Delhi,Expense
T10237,2025-08-10,Entertainment,Movie,815,Auto Debit,Movie,Mumbai,Expense
T10238,2024-07-21,Shopping,Amazon,7837,Card,Amazon,Delhi,Expense
T10239,2024-03-28,Health,Pharmacy,3056,Cash,Pharmacy,Delhi,Expense
T10240,2024-04-16,Investment,SIP,1681,Cash,SIP,Mumbai,Expense
T10241,2025-10-09,Food,Swiggy,9084,Card,Swiggy,Delhi,Expense
T10242,2025-12-09,Entertainment,Movie,9496,UPI,Movie,Bangalore,Expense
T10243,2024-03-14,Health,Pharmacy,2977,Net Banking,Pharmacy,Hyderabad,Expense
T10244,2024-11-28,Health,Medical,577,Auto Debit,Medical,Mumbai,Expense
T10245,2024-07-18,Bills,Internet,9403,Net Banking,Internet,Bangalore,Expense
T10246,2024-07-23,Entertainment,OTT Subscription,3005,Auto Debit,OTT Subscription,Hyderabad,Expense
T10247,2024-03-27,Salary,Monthly Salary,65582,Auto Debit,Monthly Salary,Mumbai,Income
T10248,2025-03-02,Freelance,Project Payment,69550,Card,Project Payment,Bangalore,Income
T10249,2024-08-29,Salary,Bonus,70661,Auto Debit,Bonus,Mumbai,Income
T10250,2025-01-01,Salary,Monthly Salary,18398,Auto Debit,Monthly Salary,Chennai,Income
T10251,2025-08-28,Salary,Monthly Salary,74373,Card,Monthly Salary,Mumbai,Income
T10252,2025-02-22,Food,Swiggy,8557,Cash,Swiggy,Chennai,Expense
T10253,2024-10-12,Freelance,Consulting,48793,Net Banking,Consulting,Hyderabad,Income
T10254,2025-08-05,Bills,Electricity,2186,Card,Electricity,Mumbai,Expense
T10255,2025-11-16,Salary,Bonus,76686,Net Banking,Bonus,Hyderabad,Income
T10256,2024-01-25,Entertainment,OTT Subscription,5303,Cash,OTT Subscription,Hyderabad,Expense
T10257,2025-06-23,Shopping,Flipkart,621,UPI,Flipkart,Mumbai,Expense
T10258,2025-10-31,Salary,Bonus,27553,UPI,Bonus,Bangalore,Income
T10259,2024-10-04,Health,Medical,6479,Auto Debit,Medical,Mumbai,Expense
T10260,2024-03-21,Health,Medical,6619,UPI,Medical,Chennai,Expense
T10261,2024-07-04,Entertainment,Movie,8664,Card,Movie,Delhi,Expense
T10262,2024-07-01,Transport,Metro,2346,Card,Metro,Delhi,Expense
T10263,2024-12-28,Entertainment,Movie,5889,Card,Movie,Delhi,Expense
T10264,2025-04-19,Bills,Internet,8084,Card,Internet,Bangalore,Expense
T10265,2025-12-01,Entertainment,Movie,4799,Card,Movie,Delhi,Expense
T10266,2024-08-01,Freelance,Consulting,58559,Card,Consulting,Bangalore,Income
T10267,2025-03-06,Transport,Metro,8727,Card,Metro,Chennai,Expense
T10268,2025-07-29,Food,Groceries,674,Auto Debit,Groceries,Chennai,Expense
T10269,2025-12-13,Transport,Petrol,8483,Auto Debit,Petrol,Bangalore,Expense
T10270,2025-04-02,Transport,Petrol,5103,UPI,Petrol,Hyderabad,Expense
T10271,2025-08-16,Investment,SIP,2216,Net Banking,SIP,Delhi,Expense
T10272,2024-01-29,Investment,Stocks,5446,Cash,Stocks,Delhi,Expense
T10273,2024-06-15,Investment,SIP,3617,Auto Debit,SIP,Bangalore,Expense
T10274,2024-11-07,Transport,Petrol,6706,Card,Petrol,Delhi,Expense
T10275,2025-01-06,Transport,Metro,5597,Cash,Metro,Mumbai,Expense
T10276,2024-08-08,Transport,Petrol,4419,Auto Debit,Petrol,Chennai,Expense
T10277,2025-03-23,Health,Pharmacy,3650,Net Banking,Pharmacy,Chennai,Expense
T10278,2024-12-20,Transport,Petrol,1461,Net Banking,Petrol,Hyderabad,Expense
T10279,2025-08-21,Shopping,Flipkart,3670,Net Banking,Flipkart,Delhi,Expense
T10280,2024-08-03,Freelance,Consulting,73245,Cash,Consulting,Chennai,Income
T10281,2024-08-21,Bills,Water Bill,2627,UPI,Water Bill,Mumbai,Expense
T10282,2025-09-27,Transport,Uber,2378,UPI,Uber,Chennai,Expense
T10283,2025-06-29,Food,Restaurant,4501,Card,Restaurant,Mumbai,Expense
T10284,2024-05-04,Entertainment,OTT Subscription,7984,Net Banking,OTT Subscription,Chennai,Expense
T10285,2025-03-14,Health,Medical,9588,Card,Medical,Hyderabad,Expense
T10286,2025-03-12,Salary,Bonus,22769,Card,Bonus,Chennai,Income
T10287,2025-08-02,Health,Pharmacy,8865,UPI,Pharmacy,Hyderabad,Expense
T10288,2025-01-28,Shopping,Flipkart,2204,Cash,Flipkart,Mumbai,Expense
T10289,2024-11-28,Freelance,Project Payment,73995,Auto Debit,Project Payment,Hyderabad,Income
T10290,2025-05-10,Transport,Petrol,8478,UPI,Petrol,Hyderabad,Expense
T10291,2025-09-05,Food,Swiggy,5670,UPI,Swiggy,Bangalore,Expense
T10292,2024-09-15,Food,Groceries,5062,Net Banking,Groceries,Mumbai,Expense
T10293,2025-03-04,Food,Restaurant,2749,Net Banking,Restaurant,Chennai,Expense
T10294,2024-09-28,Entertainment,Movie,8980,Net Banking,Movie,Chennai,Expense
T10295,2025-06-12,Bills,Internet,1263,Net Banking,Internet,Mumbai,Expense
T10296,2025-11-21,Food,Zomato,5138,Net Banking,Zomato,Bangalore,Expense
T10297,2024-02-20,Health,Pharmacy,9740,UPI,Pharmacy,Chennai,Expense
T10298,2025-09-14,Freelance,Consulting,68363,Auto Debit,Consulting,Bangalore,Income
T10299,2024-08-05,Transport,Metro,5176,Net Banking,Metro,Chennai,Expense
T10300,2025-09-25,Health,Pharmacy,6534,Net Banking,Pharmacy,Delhi,Expense
T10301,2025-01-03,Investment,Stocks,1435,Auto Debit,Stocks,Hyderabad,Expense
T10302,2024-06-19,Freelance,Project Payment,36135,Card,Project Payment,Delhi,Income
T10303,2025-03-17,Transport,Uber,3461,UPI,Uber,Chennai,Expense
T10304,2024-04-10,Shopping,Amazon,5529,UPI,Amazon,Bangalore,Expense
T10305,2024-12-16,Salary,Bonus,10001,Card,Bonus,Mumbai,Income
T10306,2024-05-09,Investment,SIP,7729,Auto Debit,SIP,Hyderabad,Expense
T10307,2025-07-08,Food,Swiggy,5961,Net Banking,Swiggy,Delhi,Expense
T10308,2024-01-01,Entertainment,OTT Subscription,7077,Cash,OTT Subscription,Chennai,Expense
T10309,2025-01-12,Freelance,Consulting,22170,Card,Consulting,Delhi,Income
T10310,2025-07-27,Bills,Electricity,6488,Card,Electricity,Mumbai,Expense
T10311,2024-07-02,Health,Pharmacy,4845,Cash,Pharmacy,Hyderabad,Expense
T10312,2024-04-21,Freelance,Consulting,27798,Net Banking,Consulting,Delhi,Income
T10313,2024-09-07,Entertainment,Movie,6145,Cash,Movie,Hyderabad,Expense
T10314,2024-10-10,Salary,Bonus,17337,Auto Debit,Bonus,Chennai,Income
T10315,2025-10-06,Entertainment,Movie,8744,Auto Debit,Movie,Chennai,Expense
T10316,2024-11-23,Investment,SIP,2701,Card,SIP,Delhi,Expense
T10317,2025-06-10,Investment,Stocks,2394,Card,Stocks,Chennai,Expense
T10318,2024-08-24,Freelance,Consulting,37337,Net Banking,Consulting,Chennai,Income
T10319,2025-09-13,Food,Groceries,5198,UPI,Groceries,Bangalore,Expense
T10320,2024-10-04,Investment,SIP,1369,UPI,SIP,Mumbai,Expense
T10321,2024-07-11,Salary,Monthly Salary,39560,Cash,Monthly Salary,Hyderabad,Income
T10322,2024-04-17,Salary,Monthly Salary,20818,Net Banking,Monthly Salary,Hyderabad,Income
T10323,2025-07-06,Bills,Electricity,671,Card,Electricity,Bangalore,Expense
T10324,2024-02-06,Health,Pharmacy,6987,Auto Debit,Pharmacy,Delhi,Expense
T10325,2024-06-02,Bills,Internet,8970,Card,Internet,Delhi,Expense
T10326,2025-09-11,Bills,Water Bill,4251,Auto Debit,Water Bill,Hyderabad,Expense
T10327,2025-08-30,Freelance,Project Payment,35456,Card,Project Payment,Hyderabad,Income
T10328,2025-02-04,Investment,SIP,3321,Card,SIP,Bangalore,Expense
T10329,2024-08-09,Salary,Monthly Salary,13434,Auto Debit,Monthly Salary,Bangalore,Income
T10330,2024-01-27,Shopping,Clothes,4586,Cash,Clothes,Chennai,Expense
T10331,2025-03-02,Shopping,Flipkart,6880,UPI,Flipkart,Hyderabad,Expense
T10332,2025-09-28,Investment,SIP,5469,UPI,SIP,Chennai,Expense
T10333,2024-08-24,Shopping,Clothes,6325,Net Banking,Clothes,Hyderabad,Expense
T10334,2024-04-04,Food,Restaurant,3544,Cash,Restaurant,Bangalore,Expense
T10335,2025-02-15,Shopping,Clothes,9626,Cash,Clothes,Bangalore,Expense
T10336,2024-12-01,Investment,SIP,7939,Net Banking,SIP,Hyderabad,Expense
T10337,2025-08-21,Shopping,Amazon,1586,UPI,Amazon,Hyderabad,Expense
T10338,2024-04-29,Freelance,Consulting,69305,Card,Consulting,Bangalore,Income
T10339,2025-05-12,Transport,Uber,8376,UPI,Uber,Chennai,Expense
T10340,2025-08-24,Food,Groceries,562,Cash,Groceries,Hyderabad,Expense
T10341,2025-05-14,Food,Groceries,9295,Net Banking,Groceries,Mumbai,Expense
T10342,2025-09-05,Bills,Water Bill,2768,Net Banking,Water Bill,Hyderabad,Expense
T10343,2025-08-12,Entertainment,Movie,9557,UPI,Movie,Bangalore,Expense
T10344,2025-01-26,Bills,Internet,2805,Cash,Internet,Hyderabad,Expense
T10345,2024-01-18,Salary,Bonus,61713,Card,Bonus,Bangalore,Income
T10346,2025-08-24,Investment,SIP,4565,Card,SIP,Hyderabad,Expense
T10347,2024-02-20,Health,Medical,2593,Net Banking,Medical,Delhi,Expense
T10348,2024-10-02,Freelance,Project Payment,17464,Auto Debit,Project Payment,Delhi,Income
T10349,2024-04-26,Health,Pharmacy,6485,UPI,Pharmacy,Delhi,Expense
T10350,2024-05-05,Shopping,Flipkart,5514,Auto Debit,Flipkart,Delhi,Expense
T10351,2024-09-20,Bills,Water Bill,725,UPI,Water Bill,Delhi,Expense
T10352,2025-02-15,Freelance,Project Payment,60736,UPI,Project Payment,Mumbai,Income
T10353,2025-10-01,Bills,Electricity,3957,Net Banking,Electricity,Bangalore,Expense
T10354,2025-02-27,Entertainment,OTT Subscription,8387,Cash,OTT Subscription,Mumbai,Expense
T10355,2024-05-27,Freelance,Project Payment,11539,Auto Debit,Project Payment,Bangalore,Income
T10356,2025-11-09,Entertainment,OTT Subscription,704,UPI,OTT Subscription,Bangalore,Expense
T10357,2024-10-13,Transport,Uber,9273,Auto Debit,Uber,Delhi,Expense
T10358,2024-05-15,Food,Restaurant,832,UPI,Restaurant,Delhi,Expense
T10359,2024-04-29,Bills,Electricity,6449,Auto Debit,Electricity,Mumbai,Expense
T10360,2024-09-05,Bills,Water Bill,2496,Net Banking,Water Bill,Hyderabad,Expense
T10361,2024-03-25,Salary,Bonus,20199,Card,Bonus,Bangalore,Income
T10362,2024-01-25,Salary,Monthly Salary,29263,Card,Monthly Salary,Delhi,Income
T10363,2024-04-07,Shopping,Amazon,1533,Cash,Amazon,Delhi,Expense
T10364,2025-06-20,Entertainment,OTT Subscription,5785,Cash,OTT Subscription,Delhi,Expense
T10365,2025-12-11,Investment,Stocks,4599,Card,Stocks,Bangalore,Expense
T10366,2025-10-16,Shopping,Amazon,7871,Cash,Amazon,Bangalore,Expense
T10367,2025-03-25,Food,Restaurant,8035,Net Banking,Restaurant,Delhi,Expense
T10368,2024-12-22,Bills,Water Bill,9192,UPI,Water Bill,Hyderabad,Expense
T10369,2024-03-23,Food,Swiggy,8577,Card,Swiggy,Bangalore,Expense
T10370,2025-10-06,Health,Medical,6602,Net Banking,Medical,Bangalore,Expense
T10371,2024-02-27,Entertainment,Movie,7860,UPI,Movie,Mumbai,Expense
T10372,2025-07-26,Entertainment,Movie,9990,UPI,Movie,Delhi,Expense
T10373,2024-07-09,Freelance,Project Payment,50398,Auto Debit,Project Payment,Bangalore,Income
T10374,2025-08-24,Food,Groceries,4876,Cash,Groceries,Delhi,Expense
T10375,2024-04-24,Food,Zomato,7931,Cash,Zomato,Delhi,Expense
T10376,2025-07-02,Bills,Electricity,5402,UPI,Electricity,Bangalore,Expense
T10377,2025-09-26,Shopping,Amazon,522,Auto Debit,Amazon,Mumbai,Expense
T10378,2024-01-05,Investment,SIP,8207,Card,SIP,Hyderabad,Expense
T10379,2025-03-20,Entertainment,Movie,8338,Cash,Movie,Delhi,Expense
T10380,2024-05-25,Entertainment,Movie,7768,Auto Debit,Movie,Hyderabad,Expense
T10381,2025-01-29,Health,Pharmacy,7586,UPI,Pharmacy,Delhi,Expense
T10382,2024-03-23,Freelance,Consulting,13845,Net Banking,Consulting,Chennai,Income
T10383,2024-04-18,Shopping,Amazon,7265,Net Banking,Amazon,Delhi,Expense
T10384,2024-05-18,Shopping,Flipkart,7563,Cash,Flipkart,Hyderabad,Expense
T10385,2025-05-16,Salary,Monthly Salary,13749,Cash,Monthly Salary,Delhi,Income
T10386,2025-09-01,Bills,Internet,534,UPI,Internet,Hyderabad,Expense
T10387,2024-12-12,Food,Zomato,6077,Card,Zomato,Bangalore,Expense
T10388,2024-02-22,Investment,SIP,449,Cash,SIP,Hyderabad,Expense
T10389,2024-04-26,Freelance,Project Payment,10673,Auto Debit,Project Payment,Hyderabad,Income
T10390,2025-06-14,Bills,Internet,3327,UPI,Internet,Mumbai,Expense
T10391,2024-05-30,Shopping,Clothes,8197,Cash,Clothes,Delhi,Expense
T10392,2024-06-05,Health,Pharmacy,5895,Auto Debit,Pharmacy,Chennai,Expense
T10393,2025-02-15,Entertainment,OTT Subscription,3047,Auto Debit,OTT Subscription,Bangalore,Expense
T10394,2024-12-12,Food,Restaurant,1046,UPI,Restaurant,Chennai,Expense
T10395,2025-12-22,Freelance,Consulting,28800,Cash,Consulting,Bangalore,Income
T10396,2025-03-18,Freelance,Project Payment,69113,Net Banking,Project Payment,Mumbai,Income
T10397,2025-03-13,Entertainment,OTT Subscription,5555,Card,OTT Subscription,Hyderabad,Expense
T10398,2024-03-07,Investment,Stocks,9080,UPI,Stocks,Delhi,Expense
T10399,2024-10-08,Freelance,Project Payment,23934,Cash,Project Payment,Bangalore,Income
T10400,2025-05-12,Food,Zomato,8959,UPI,Zomato,Bangalore,Expense
T10401,2025-02-28,Bills,Internet,3410,Net Banking,Internet,Delhi,Expense
T10402,2025-09-08,Salary,Bonus,43918,UPI,Bonus,Delhi,Income
T10403,2024-09-18,Freelance,Consulting,37222,UPI,Consulting,Hyderabad,Income
T10404,2024-01-19,Shopping,Clothes,7849,UPI,Clothes,Delhi,Expense
T10405,2025-11-19,Shopping,Clothes,952,Auto Debit,Clothes,Chennai,Expense
T10406,2024-06-21,Health,Pharmacy,1688,Auto Debit,Pharmacy,Delhi,Expense
T10407,2025-09-30,Freelance,Consulting,14937,Card,Consulting,Hyderabad,Income
T10408,2024-06-13,Salary,Bonus,73183,Cash,Bonus,Chennai,Income
T10409,2024-05-26,Bills,Electricity,3181,Net Banking,Electricity,Delhi,Expense
T10410,2025-09-09,Entertainment,OTT Subscription,4772,Net Banking,OTT Subscription,Hyderabad,Expense
T10411,2025-06-25,Investment,SIP,8286,Cash,SIP,Delhi,Expense
T10412,2024-01-11,Salary,Bonus,69751,Card,Bonus,Hyderabad,Income
T10413,2024-08-24,Bills,Electricity,563,Cash,Electricity,Delhi,Expense
T10414,2025-01-29,Bills,Water Bill,294,Cash,Water Bill,Mumbai,Expense
T10415,2025-05-04,Freelance,Consulting,32696,Card,Consulting,Delhi,Income
T10416,2025-05-03,Health,Medical,9373,Auto Debit,Medical,Bangalore,Expense
T10417,2024-10-14,Freelance,Consulting,19078,Card,Consulting,Delhi,Income
T10418,2025-02-02,Bills,Water Bill,1052,Cash,Water Bill,Delhi,Expense
T10419,2025-09-02,Investment,SIP,3759,Net Banking,SIP,Delhi,Expense
T10420,2025-11-20,Investment,Stocks,669,Cash,Stocks,Mumbai,Expense
T10421,2025-08-05,Food,Swiggy,7325,Net Banking,Swiggy,Bangalore,Expense
T10422,2025-06-28,Shopping,Flipkart,7919,Card,Flipkart,Chennai,Expense
T10423,2025-07-16,Salary,Monthly Salary,24887,Card,Monthly Salary,Mumbai,Income
T10424,2024-11-07,Freelance,Project Payment,56094,Auto Debit,Project Payment,Bangalore,Income
T10425,2025-02-19,Entertainment,Movie,5793,Auto Debit,Movie,Delhi,Expense
T10426,2024-09-13,Food,Groceries,1385,Cash,Groceries,Mumbai,Expense
T10427,2024-03-28,Shopping,Flipkart,6761,Net Banking,Flipkart,Bangalore,Expense
T10428,2025-08-24,Bills,Electricity,2331,UPI,Electricity,Hyderabad,Expense
T10429,2025-06-06,Investment,SIP,1210,Auto Debit,SIP,Bangalore,Expense
T10430,2025-07-01,Health,Medical,264,Card,Medical,Bangalore,Expense
T10431,2025-10-02,Food,Groceries,4760,Auto Debit,Groceries,Delhi,Expense
T10432,2025-08-31,Health,Medical,4649,UPI,Medical,Mumbai,Expense
T10433,2024-05-09,Health,Pharmacy,984,Net Banking,Pharmacy,Delhi,Expense
T10434,2024-11-09,Bills,Water Bill,3797,Net Banking,Water Bill,Bangalore,Expense
T10435,2025-03-27,Food,Swiggy,4218,Auto Debit,Swiggy,Mumbai,Expense
T10436,2025-09-23,Bills,Water Bill,9909,Cash,Water Bill,Mumbai,Expense
T10437,2024-06-02,Health,Medical,3692,Card,Medical,Bangalore,Expense
T10438,2024-12-06,Investment,Stocks,7290,Auto Debit,Stocks,Hyderabad,Expense
T10439,2024-10-08,Shopping,Amazon,3318,Auto Debit,Amazon,Bangalore,Expense
T10440,2024-03-15,Food,Zomato,8665,Cash,Zomato,Chennai,Expense
T10441,2024-10-16,Food,Restaurant,1395,Net Banking,Restaurant,Mumbai,Expense
T10442,2025-09-14,Salary,Monthly Salary,33069,Card,Monthly Salary,Delhi,Income
T10443,2024-10-11,Shopping,Flipkart,6004,Net Banking,Flipkart,Chennai,Expense
T10444,2025-03-22,Food,Groceries,3122,UPI,Groceries,Mumbai,Expense
T10445,2025-09-14,Health,Medical,6150,Net Banking,Medical,Delhi,Expense
T10446,2025-04-04,Health,Medical,5683,Auto Debit,Medical,Chennai,Expense
T10447,2025-03-01,Bills,Electricity,7266,UPI,Electricity,Bangalore,Expense
T10448,2024-05-03,Freelance,Consulting,38136,Auto Debit,Consulting,Bangalore,Income
T10449,2025-05-21,Freelance,Project Payment,69183,UPI,Project Payment,Chennai,Income
T10450,2025-06-13,Health,Pharmacy,2597,UPI,Pharmacy,Mumbai,Expense
T10451,2024-06-10,Freelance,Project Payment,18164,Cash,Project Payment,Mumbai,Income
T10452,2024-09-24,Entertainment,OTT Subscription,4405,UPI,OTT Subscription,Mumbai,Expense
T10453,2024-11-03,Entertainment,Movie,6159,Net Banking,Movie,Chennai,Expense
T10454,2024-11-20,Entertainment,Movie,7294,Net Banking,Movie,Bangalore,Expense
T10455,2025-01-08,Entertainment,OTT Subscription,8293,Cash,OTT Subscription,Bangalore,Expense
T10456,2024-11-06,Food,Swiggy,5111,Card,Swiggy,Hyderabad,Expense
T10457,2024-03-03,Entertainment,Movie,3354,Net Banking,Movie,Chennai,Expense
T10458,2025-01-17,Freelance,Project Payment,16697,Auto Debit,Project Payment,Hyderabad,Income
T10459,2024-12-08,Food,Groceries,4108,Card,Groceries,Chennai,Expense
T10460,2025-06-29,Health,Medical,5024,UPI,Medical,Mumbai,Expense
T10461,2024-03-20,Investment,Stocks,3353,Card,Stocks,Bangalore,Expense
T10462,2024-10-24,Freelance,Project Payment,65609,Cash,Project Payment,Bangalore,Income
T10463,2025-11-09,Health,Medical,8439,UPI,Medical,Chennai,Expense
T10464,2025-10-04,Investment,SIP,3354,Auto Debit,SIP,Bangalore,Expense
T10465,2025-10-01,Shopping,Clothes,7795,Auto Debit,Clothes,Mumbai,Expense
T10466,2024-05-21,Shopping,Flipkart,9141,Net Banking,Flipkart,Delhi,Expense
T10467,2024-01-12,Shopping,Clothes,9252,UPI,Clothes,Delhi,Expense
T10468,2025-07-25,Bills,Internet,2504,Auto Debit,Internet,Mumbai,Expense
T10469,2025-07-30,Shopping,Flipkart,1197,Net Banking,Flipkart,Chennai,Expense
T10470,2024-04-18,Salary,Monthly Salary,72796,Net Banking,Monthly Salary,Chennai,Income
T10471,2024-06-14,Freelance,Consulting,21788,Net Banking,Consulting,Delhi,Income
T10472,2025-08-02,Salary,Bonus,60791,Card,Bonus,Bangalore,Income
T10473,2024-02-19,Freelance,Project Payment,57189,Card,Project Payment,Chennai,Income
T10474,2024-11-26,Health,Pharmacy,8301,UPI,Pharmacy,Hyderabad,Expense
T10475,2025-04-25,Investment,Stocks,5857,Card,Stocks,Mumbai,Expense
T10476,2024-12-05,Shopping,Amazon,8973,UPI,Amazon,Mumbai,Expense
T10477,2025-07-02,Entertainment,OTT Subscription,1907,Net Banking,OTT Subscription,Bangalore,Expense
T10478,2025-02-24,Transport,Uber,616,UPI,Uber,Mumbai,Expense
T10479,2025-06-17,Bills,Internet,6788,Net Banking,Internet,Mumbai,Expense
T10480,2024-05-19,Entertainment,OTT Subscription,2407,Auto Debit,OTT Subscription,Delhi,Expense
T10481,2025-08-18,Bills,Water Bill,9850,UPI,Water Bill,Hyderabad,Expense
T10482,2024-05-16,Health,Medical,3201,Net Banking,Medical,Chennai,Expense
T10483,2025-12-27,Freelance,Consulting,53895,Cash,Consulting,Delhi,Income
T10484,2024-05-12,Shopping,Flipkart,5533,UPI,Flipkart,Delhi,Expense
T10485,2025-10-06,Transport,Uber,6434,Card,Uber,Mumbai,Expense
T10486,2025-10-15,Transport,Petrol,711,Cash,Petrol,Mumbai,Expense
T10487,2024-02-08,Entertainment,OTT Subscription,408,Card,OTT Subscription,Hyderabad,Expense
